ipc,l1_miss_rate,l2_miss_rate,branch_miss,instructions,label,stall_ratio,mem_pressure,perf_score,anomaly_score,predicted
0.9186127698561616,0.0554146272820478,0.0234178466160023,0.0885663338475047,487546407,0,0.0813872301438385,0.6900154414482392,1.312275009185045,0.3793771788454014,0
0.8855410649188832,0.0474109502629592,0.023062343970068,0.0769657113284554,475854508,0,0.1144589350811168,0.6508906804531971,1.3399206421123009,0.3639704554426977,0
0.736219703232186,0.0593259083187309,0.024297939434899,0.0696956321238351,420262202,0,0.263780296767814,0.7232624219729038,1.0040330462473794,0.4110832655855146,0
0.926033907054884,0.0503200414906576,0.0244509920556239,0.0972327224899588,507291823,0,0.073966092945116,0.6903000070751093,1.322338851491064,0.3835147764102645,0
0.998182254760715,0.0333141592612241,0.0151322690014776,0.066835031753323,429188647,0,0.001817745239285,0.4359020170744496,2.2385686014828106,0.5378959792424711,0
0.6846046319968099,0.051810215587037,0.0135386865244719,0.0828196539922412,527594298,0,0.3153953680031901,0.4780145928375864,1.4028363947400433,0.44309305223990886,0
0.85465669747568,0.0522391413406466,0.0167925654547784,0.0725536189412415,349618383,0,0.14534330252432,0.5448078744581555,1.5404552401322118,0.36689018063280415,0
0.959490524602588,0.0303364341062399,0.0225712737800891,0.1012788197512171,443360752,0,0.0405094753974121,0.5727712120267434,1.6464274569529642,0.44188065690837036,0
0.8639662250265471,0.0394658443682634,0.0231919596280419,0.0914478062235135,567829169,0,0.1360337749734529,0.6217025700338921,1.3676788191319114,0.3768332578364868,0
0.8469892238060122,0.0446467181404607,0.0218382464649571,0.1002527481928814,504063921,0,0.1530107761939878,0.6153518018609853,1.3544203779144088,0.3664298283665041,0
0.9434225649327844,0.0412201741324343,0.0293548258768589,0.0869341995520984,543641217,0,0.0565774350672154,0.7519772140669159,1.2381243789396756,0.4287241476777133,0
0.78777466499273,0.0467767953078866,0.0101868715416371,0.0814574819603103,451867449,0,0.21222533500727,0.3908446120642885,1.9652868999181767,0.4585694384156815,0
0.7546957202237881,0.0598176548699159,0.0264082189750188,0.1065728165649646,467508655,0,0.2453042797762119,0.7674349989800406,0.9707508939189958,0.42750749532236665,0
0.8300771168354897,0.0564828043384385,0.0236078125256307,0.0543083146860006,525703127,0,0.1699228831645103,0.6980874678663687,1.1722804801738749,0.38340392633627074,0
0.9277256760763484,0.0416079033266099,0.0197826152509306,0.0883641151177594,547293482,0,0.0722743239236516,0.5620839183250536,1.621660120760853,0.3905046278475716,0
0.4050711085489196,0.0640023585552677,0.0230970064705017,0.5787704528800965,415543051,1,0.5949288914510804,0.717949563631106,0.5564549094972636,0.6768219460727071,1
0.9080613299118954,0.0424820894990481,0.0204099777820678,0.074316898041424,358124677,0,0.0919386700881046,0.5781279136375487,1.5439861105989183,0.3791512772959377,0
0.8662770908693779,0.0460036381438539,0.0161667170610832,0.0787163167742236,527669449,0,0.1337229091306221,0.5073488937970811,1.6744543213600769,0.371394553760534,0
0.9045513191701048,0.0497359424304107,0.0062624757863738,0.0787184447170256,531622710,0,0.0954486808298951,0.3241932854491195,2.706671134802981,0.5553329613645884,0
0.9979164875956276,0.0557963317321357,0.0154612190992653,0.0881610569367351,487569207,0,0.0020835124043724,0.532409708913851,1.839783601207852,0.45284992708186983,0
0.7539762874355379,0.0435072245493399,0.0280860628748431,0.0765439652520707,501260543,0,0.2460237125644621,0.7357501556942221,1.011030680555015,0.4240464234909909,0
1.0,0.0413382515178549,0.0158136878447514,0.0707412097594948,473526651,0,0.0,0.4816267629664499,2.034063389808262,0.4770491828656381,0
