ipc,l1_miss_rate,l2_miss_rate,branch_miss,instructions,label,stall_ratio,mem_pressure,perf_score
0.9186127698561615,0.055414627282047886,0.023417846616002387,0.08856633384750476,487546407,0,0.08138723014383853,0.6900154414482392,1.312275009185045
0.8855410649188832,0.04741095026295923,0.02306234397006801,0.07696571132845542,475854508,0,0.11445893508111682,0.6508906804531971,1.3399206421123007
0.736219703232186,0.0593259083187309,0.02429793943489901,0.06969563212383514,420262202,0,0.263780296767814,0.7232624219729038,1.0040330462473794
0.926033907054884,0.05032004149065767,0.024450992055623934,0.09723272248995889,507291823,0,0.07396609294511602,0.6903000070751093,1.322338851491064
0.998182254760715,0.03331415926122411,0.015132269001477657,0.06683503175332303,429188647,0,0.001817745239285018,0.4359020170744496,2.2385686014828106
0.6846046319968099,0.05181021558703707,0.013538686524471908,0.0828196539922412,527594298,0,0.3153953680031901,0.4780145928375864,1.4028363947400433
0.85465669747568,0.05223914134064662,0.016792565454778453,0.07255361894124154,349618383,0,0.14534330252432004,0.5448078744581555,1.5404552401322118
0.9594905246025879,0.030336434106239984,0.022571273780089177,0.10127881975121712,443360752,0,0.04050947539741212,0.5727712120267434,1.6464274569529642
0.8639662250265471,0.03946584436826344,0.023191959628041915,0.09144780622351352,567829169,0,0.13603377497345293,0.6217025700338921,1.3676788191319114
0.8469892238060122,0.04464671814046078,0.02183824646495711,0.10025274819288144,504063921,0,0.15301077619398784,0.6153518018609853,1.3544203779144088
0.9434225649327845,0.041220174132434395,0.029354825876858913,0.0869341995520984,543641217,0,0.056577435067215465,0.7519772140669159,1.2381243789396756
0.78777466499273,0.0467767953078866,0.010186871541637105,0.08145748196031032,451867449,0,0.21222533500727003,0.3908446120642885,1.9652868999181772
0.7546957202237881,0.05981765486991594,0.026408218975018844,0.10657281656496462,467508655,0,0.24530427977621194,0.7674349989800406,0.9707508939189958
0.8300771168354897,0.056482804338438594,0.02360781252563072,0.054308314686000614,525703127,0,0.16992288316451032,0.6980874678663687,1.1722804801738747
0.9277256760763484,0.041607903326609935,0.01978261525093069,0.08836411511775945,547293482,0,0.07227432392365163,0.5620839183250536,1.621660120760853
0.40507110854891965,0.06400235855526774,0.023097006470501745,0.5787704528800965,415543051,1,0.5949288914510804,0.717949563631106,0.5564549094972636
0.9080613299118954,0.04248208949904816,0.020409977782067802,0.07431689804142405,358124677,0,0.09193867008810463,0.5781279136375487,1.5439861105989183
0.8662770908693779,0.04600363814385398,0.01616671706108326,0.07871631677422361,527669449,0,0.13372290913062213,0.5073488937970811,1.6744543213600767
0.9045513191701049,0.04973594243041073,0.006262475786373827,0.07871844471702567,531622710,0,0.0954486808298951,0.3241932854491195,2.706671134802981
0.9979164875956276,0.05579633173213576,0.015461219099265398,0.08816105693673512,487569207,0,0.002083512404372434,0.532409708913851,1.8397836012078521
0.7539762874355379,0.04350722454933993,0.02808606287484312,0.07654396525207072,501260543,0,0.2460237125644621,0.7357501556942221,1.011030680555015
1.0,0.041338251517854994,0.015813687844751498,0.07074120975949484,473526651,0,0.0,0.4816267629664499,2.034063389808262
0.772641908549663,0.043732827754100354,0.02366246051389901,0.1430411346902417,514338705,0,0.22735809145033703,0.6481805212943816,1.173905765290928
0.8163850546323314,0.04901411867715739,0.024757246385290435,0.10363782185919923,546175430,0,0.18361494536766865,0.6912014024144383,1.1642661463900137
